
ns1952667,-guess,2.12,0
neos5,-guess,0.02,13
cod105,-solve,31.58,-18.285714
dano3_3,-solve,11.76,576.23162
hypothyroid-k1,-guess,13.44,-2902.8526
pg,-solve,0.02,-11824.657
neos-4413714-turia,-solve,26.18,43.474651
swath3,-solve,0.11,334.49686
neos-3046615-murg,-guess,0.00,192
n2seq36q,-solve,1.70,52000
csched007,-guess,0.12,269.25159
cryptanalysiskb128n5obj16,-solve,14.90,0
enlight_hard,-solve,0.00,0
irish-electricity,-solve,1132.64,2454790.1
rail01,-guess,724.83,-92.0873
neos-3402294-bobin,-solve,28.88,0
csched008,-solve,0.04,171
reblock115,-guess,1.00,-39365983
supportcase26,-solve,0.00,1288.1022
blp-ic98,-guess,0.29,4331.1684
cryptanalysiskb128n5obj14,-guess,12.40,0
n2seq36q,-guess,2.10,52000
fastxgemm-n2r6s0t2,-solve,0.16,27
neos-5052403-cygnet,-guess,201.41,179.50037
tbfp-network,-solve,10.75,23.261535
neos-1171737,-solve,0.34,-195
highschool1-aigio,-guess,8000,99999999
map10,-guess,19.06,-602.17618
cbs-cta,-solve,0.27,0
neos-4763324-toguru,-guess,47.17,1120.9861
graph20-20-1rand,-solve,0.28,-37
neos-5107597-kakapo,-solve,0.40,0
neos-4722843-widden,-solve,4.05,-1603.5396
traininstance6,-solve,0.10,0
supportcase12,-guess,27.44,-7609.5331
lectsched-5-obj,-solve,0.54,0
enlight_hard,-guess,0.00,0
fiball,-guess,0.30,137.06917
irish-electricity,-guess,431.61,2454802.5
supportcase33,-solve,1.09,-552.5
neos-933966,-guess,2.63,318
roi2alpha3n4,-solve,3.49,-83.880993
satellites2-60-fs,-solve,3.07,-30
icir97_tension,-guess,0.03,6302
neos-1445765,-guess,1.57,-24699.198
s100,-solve,1202.81,-0.17109676
dano3_3,-guess,32.47,576.23162
peg-solitaire-a3,-solve,0.96,1
savsched1,-solve,1687.70,217.40357
bab2,-guess,46.22,-432165.73
proteindesign122trx11p8,-solve,1.63,1720.4611
assign1-5-8,-solve,0.02,183.36255
proteindesign122trx11p8,-guess,6.68,1720.4611
mik-250-20-75-4,-solve,0.00,-61651.227
neos-3083819-nubu,-solve,0.07,6290575.6
neos-4300652-rahue,-guess,1.14,0
ns1644855,-guess,870.15,-1524.3333
mik-250-20-75-4,-guess,0.01,-61651.227
radiationm18-12-05,-guess,0.35,17554.5
chromaticindex1024-7,-solve,394.68,3
gen-ip002,-solve,0.00,-4840.542
academictimetablesmall,-guess,6.34,0
piperout-08,-solve,1.99,99128.924
supportcase10,-guess,251.89,3.3839237
icir97_tension,-solve,0.03,6302
snp-02-004-104,-solve,12.29,5.480448e+08
traininstance6,-guess,0.10,0
ns1116954,-solve,10.81,0
sct2,-guess,0.15,-231.11696
neos-4338804-snowy,-solve,0.01,1447
neos-3402454-bohle,-solve,141.44,0
gmu-35-50,-guess,0.03,-2608070.3
neos859080,-solve,0.00,1
neos-1582420,-solve,0.14,87.576118
neos-4387871-tavua,-solve,0.11,10.143845
neos-2746589-doon,-solve,4.40,1985.75
neos-4954672-berkel,-solve,0.02,1150229.2
neos-4738912-atrato,-solve,0.07,65143486
fiball,-solve,1.41,137.06917
sing44,-guess,17.80,8102513.2
neos-787933,-guess,0.57,3
neos-5114902-kasavu,-solve,8000,99999999
gen-ip054,-guess,0.02,6765.209
neos-1171448,-guess,2.03,-309
piperout-08,-guess,0.54,99128.924
k1mushroom,-solve,142.65,-4165.0619
supportcase12,-solve,14.02,-7609.5331
nursesched-sprint02,-guess,2.94,54.416667
bab2,-solve,64.01,-432165.73
cryptanalysiskb128n5obj16,-guess,12.68,0
dano3_5,-solve,11.64,576.23162
ex10,-guess,58.92,100
fastxgemm-n2r6s0t2,-guess,0.26,27
leo1,-guess,0.14,3.8857332e+08
neos-1445765,-solve,1.13,-24699.198
neos-933966,-solve,16.37,318
glass-sc,-guess,1.85,14.080296
neos-911970,-guess,0.00,23.26
chromaticindex512-7,-guess,55.57,3
neos-1582420,-guess,0.44,87.576118
neos-2075418-temuka,-solve,46.54,0
nursesched-medium-hint03,-guess,8.07,33.468485
physiciansched3-3,-solve,8000,99999999
chromaticindex512-7,-solve,72.12,3
square41,-solve,736.29,8.8396125
decomp2,-solve,0.52,-160
proteindesign121hz512p9,-guess,7.72,1423.9044
neos-1456979,-solve,0.08,154
neos-5104907-jarama,-guess,809.29,639.91715
neos-4532248-waihi,-solve,2.32,0
nursesched-medium-hint03,-solve,9.65,33.468485
neos-873061,-guess,113.51,5.5278146
neos-5114902-kasavu,-guess,8000,99999999
neos-911970,-solve,0.01,23.26
brazil3,-solve,8000,99999999
neos-3083819-nubu,-guess,0.44,6290575.6
nexp-150-20-8-5,-guess,1.16,18.226804
neos-4647030-tutaki,-guess,14.77,26911.642
mc11,-solve,0.02,608.84434
s100,-guess,62.66,-0.17109676
neos-848589,-guess,8.08,0
mushroom-best,-solve,0.85,1.2682927e-05
cmflsp50-24-8-8,-guess,3.64,54633109
swath1,-solve,0.12,334.49686
neos-3754480-nidda,-guess,0.10,-1216923.3
comp07-2idx,-solve,3.02,0
istanbul-no-cutoff,-guess,2.90,51.11
supportcase18,-guess,0.44,47.186667
sing326,-guess,18.61,7717674.8
physiciansched6-2,-solve,6.92,43012.341
drayage-100-23,-guess,0.62,11714.142
roi2alpha3n4,-guess,2.85,-83.880993
p200x1188c,-guess,0.35,5678.6071
pg,-guess,0.01,-11824.657
ns1116954,-guess,7.93,0
hypothyroid-k1,-solve,10.94,-2902.8526
uccase9,-solve,19.95,10819.583
supportcase19,-solve,8000,99999999
supportcase7,-solve,6.65,-2396.2182
assign1-5-8,-guess,0.02,183.36255
neos-3988577-wolgan,-guess,12.21,119
neos-1456979,-guess,0.82,154
rocI-4-11,-guess,0.16,-11111087
highschool1-aigio,-solve,8000,99999999
neos-4722843-widden,-guess,3.59,-1603.5396
neos-1171448,-solve,2.10,-309
neos-3216931-puriri,-guess,5.21,58817.353
satellites2-40,-guess,1.11,-30
neos-4763324-toguru,-solve,13.73,1120.9861
supportcase42,-guess,25.74,7.3435643
neos-3754224-navua,-solve,8000,99999999
neos-4413714-turia,-guess,6.51,43.474651
map16715-04,-guess,18.16,-296.2679
ns1760995,-guess,144.54,-1379.1732
trento1,-guess,4.32,5182758.8
neos-5188808-nattai,-solve,0.70,0
opm2-z10-s4,-guess,139.91,-46921.508
neos-2657525-crna,-guess,0.05,0
sing326,-solve,16.29,7717674.8
neos-4954672-berkel,-guess,0.02,1150229.2
roi5alpha10n8,-guess,18.86,-91.916362
supportcase40,-solve,0.50,22536.483
swath3,-guess,0.04,334.49686
drayage-25-23,-guess,0.64,11714.142
sorrell3,-solve,1.81,-512
dws008-01,-solve,0.08,584.5
neos-3754480-nidda,-solve,0.01,-1216923.3
k1mushroom,-guess,182.98,-4165.0612
neos-2657525-crna,-solve,0.01,0
neos-3656078-kumeu,-solve,0.73,-18774.7
square47,-solve,3118.71,8.755814
neos-5049753-cuanza,-solve,8000,99999999
neos-848589,-solve,1.98,0
milo-v12-6-r2-40-1,-solve,0.11,205532.32
neos-3627168-kasai,-guess,0.05,945808.1
neos-860300,-solve,0.28,1666.0686
neos-3402294-bobin,-guess,42.06,0
n5-3,-guess,0.27,2883.8235
neos-3004026-krka,-solve,0.23,0
fhnw-binpack4-48,-guess,0.13,0
csched008,-guess,0.04,171
tbfp-network,-guess,6.08,23.261535
dws008-01,-guess,0.10,584.5
bab6,-guess,33.64,-321641.36
dano3_5,-guess,32.19,576.23162
radiationm40-10-02,-solve,6.36,155306.7
p200x1188c,-solve,0.03,5678.6071
bnatt500,-solve,0.17,0
neos-3402454-bohle,-guess,110.82,0
neos-5049753-cuanza,-guess,1741.87,464
peg-solitaire-a3,-guess,0.97,1
supportcase10,-solve,172.28,3.3839237
neos859080,-guess,0.02,1
neos-3656078-kumeu,-guess,0.76,-18774.7
fhnw-binpack4-48,-solve,0.12,0
neos-4738912-atrato,-guess,0.29,65143486
seymour1,-solve,1.68,403.84647
neos-5195221-niemur,-guess,0.73,0
splice1k1,-guess,226.71,-1646.778
ns1760995,-solve,384.52,-1379.1732
b1c1s1,-guess,0.05,2866.8562
sing44,-solve,24.95,8102513.2
neos-4532248-waihi,-guess,2.55,0
neos-5075914-elvire,-guess,0.10,277.34189
bppc4-08,-solve,0.05,51.59
cvs16r128-89,-solve,1.46,-128
drayage-100-23,-solve,0.08,11714.142
neos-5195221-niemur,-solve,0.74,0
gmu-35-50,-solve,0.03,-2608070.3
sp150x300d,-guess,0.05,4.8911118
gfd-schedulen180f7d50m30k18,-guess,1205.45,1
neos-5104907-jarama,-solve,8000,99999999
supportcase19,-guess,8000,99999999
neos-3754224-navua,-guess,8000,99999999
