air04,-randomSeed 1214700210 dualize 4 crash so dualp auto perturb off presolve off scal rows spars off subs 5427 duals solve
air05,-randomSeed 1554221762 dualize 4 crash so dualp auto perturb off presolve off scal rows spars off subs 5427 duals solve
air03,-randomSeed 592524708 dualize 4 crash so dualp auto perturb off presolve off scal rows spars off subs 5427 duals solve
air03,-randomSeed 1000934052 dualize 4 crash so dualp auto perturb off presolve off scal rows spars off subs 5427 duals solve
air04,-randomSeed 1417466632 dualize 4 crash so dualp auto perturb off presolve off scal rows spars off subs 5427 duals solve
air04,-randomSeed 1214700210 dualize 3 crash idiot1 dualp auto perturb on presolve off scal geo spars on pertv -524 subs 2556 duals solve
air05,-randomSeed 1554221762 dualize 3 crash idiot1 dualp auto perturb on presolve off scal geo spars on pertv -524 subs 2556 duals solve
air03,-randomSeed 592524708 dualize 3 crash idiot1 dualp auto perturb on presolve off scal geo spars on pertv -524 subs 2556 duals solve
air03,-randomSeed 1000934052 dualize 3 crash idiot1 dualp auto perturb on presolve off scal geo spars on pertv -524 subs 2556 duals solve
air04,-randomSeed 1417466632 dualize 3 crash idiot1 dualp auto perturb on presolve off scal geo spars on pertv -524 subs 2556 duals solve
air04,-randomSeed 1214700210 dualize 1 crash on dualp partial perturb on presolve off scal dynamics spars on pertv -1092 subs 5137 duals solve
air05,-randomSeed 1554221762 dualize 1 crash on dualp partial perturb on presolve off scal dynamics spars on pertv -1092 subs 5137 duals solve
air03,-randomSeed 592524708 dualize 1 crash on dualp partial perturb on presolve off scal dynamics spars on pertv -1092 subs 5137 duals solve
air03,-randomSeed 1000934052 dualize 1 crash on dualp partial perturb on presolve off scal dynamics spars on pertv -1092 subs 5137 duals solve
air04,-randomSeed 1417466632 dualize 1 crash on dualp partial perturb on presolve off scal dynamics spars on pertv -1092 subs 5137 duals solve
air04,-randomSeed 1214700210 dualize 3 crash off dualp dant perturb on presolve on scal equi spars off pertv -4789 passp -171 sprint 2240 subs 5962 duals solve
air05,-randomSeed 1554221762 dualize 3 crash off dualp dant perturb on presolve on scal equi spars off pertv -4789 passp -171 sprint 2240 subs 5962 duals solve
air03,-randomSeed 592524708 dualize 3 crash off dualp dant perturb on presolve on scal equi spars off pertv -4789 passp -171 sprint 2240 subs 5962 duals solve
air03,-randomSeed 1000934052 dualize 3 crash off dualp dant perturb on presolve on scal equi spars off pertv -4789 passp -171 sprint 2240 subs 5962 duals solve
air04,-randomSeed 1417466632 dualize 3 crash off dualp dant perturb on presolve on scal equi spars off pertv -4789 passp -171 sprint 2240 subs 5962 duals solve
air04,-randomSeed 1214700210 dualize 1 crash idiot3 dualp pesteep psi 0.4 perturb on presolve on scal dynamics spars on pertv -3933 passp 20 subs 4059 duals solve
air05,-randomSeed 1554221762 dualize 1 crash idiot3 dualp pesteep psi 0.4 perturb on presolve on scal dynamics spars on pertv -3933 passp 20 subs 4059 duals solve
air03,-randomSeed 592524708 dualize 1 crash idiot3 dualp pesteep psi 0.4 perturb on presolve on scal dynamics spars on pertv -3933 passp 20 subs 4059 duals solve
air03,-randomSeed 1000934052 dualize 1 crash idiot3 dualp pesteep psi 0.4 perturb on presolve on scal dynamics spars on pertv -3933 passp 20 subs 4059 duals solve
air04,-randomSeed 1417466632 dualize 1 crash idiot3 dualp pesteep psi 0.4 perturb on presolve on scal dynamics spars on pertv -3933 passp 20 subs 4059 duals solve
air04,-randomSeed 1214700210 dualize 1 crash so dualp dant perturb off presolve on scal dynamics spars on passp -184 subs 4696 duals solve
air05,-randomSeed 1554221762 dualize 1 crash so dualp dant perturb off presolve on scal dynamics spars on passp -184 subs 4696 duals solve
air03,-randomSeed 592524708 dualize 1 crash so dualp dant perturb off presolve on scal dynamics spars on passp -184 subs 4696 duals solve
air03,-randomSeed 1000934052 dualize 1 crash so dualp dant perturb off presolve on scal dynamics spars on passp -184 subs 4696 duals solve
air04,-randomSeed 1417466632 dualize 1 crash so dualp dant perturb off presolve on scal dynamics spars on passp -184 subs 4696 duals solve
air04,-randomSeed 1214700210 dualize 1 crash idiot5 dualp steep perturb off presolve off scal equi spars off subs 1285 duals solve
air05,-randomSeed 1554221762 dualize 1 crash idiot5 dualp steep perturb off presolve off scal equi spars off subs 1285 duals solve
air03,-randomSeed 592524708 dualize 1 crash idiot5 dualp steep perturb off presolve off scal equi spars off subs 1285 duals solve
air03,-randomSeed 1000934052 dualize 1 crash idiot5 dualp steep perturb off presolve off scal equi spars off subs 1285 duals solve
air04,-randomSeed 1417466632 dualize 1 crash idiot5 dualp steep perturb off presolve off scal equi spars off subs 1285 duals solve
air04,-randomSeed 1214700210 dualize 4 crash idiot1 dualp partial perturb off presolve more scal off spars on passp -31 subs 6801 duals solve
air05,-randomSeed 1554221762 dualize 4 crash idiot1 dualp partial perturb off presolve more scal off spars on passp -31 subs 6801 duals solve
air03,-randomSeed 592524708 dualize 4 crash idiot1 dualp partial perturb off presolve more scal off spars on passp -31 subs 6801 duals solve
air03,-randomSeed 1000934052 dualize 4 crash idiot1 dualp partial perturb off presolve more scal off spars on passp -31 subs 6801 duals solve
air04,-randomSeed 1417466632 dualize 4 crash idiot1 dualp partial perturb off presolve more scal off spars on passp -31 subs 6801 duals solve
air04,-randomSeed 1214700210 dualize 4 crash so dualp auto perturb off presolve more scal geo spars on passp -60 subs 322 duals solve
air05,-randomSeed 1554221762 dualize 4 crash so dualp auto perturb off presolve more scal geo spars on passp -60 subs 322 duals solve
air03,-randomSeed 592524708 dualize 4 crash so dualp auto perturb off presolve more scal geo spars on passp -60 subs 322 duals solve
air03,-randomSeed 1000934052 dualize 4 crash so dualp auto perturb off presolve more scal geo spars on passp -60 subs 322 duals solve
air04,-randomSeed 1417466632 dualize 4 crash so dualp auto perturb off presolve more scal geo spars on passp -60 subs 322 duals solve
air04,-randomSeed 1214700210 dualize 1 crash idiot4 dualp steep perturb on presolve more scal off spars on pertv -4265 passp -50 subs 6758 duals solve
air05,-randomSeed 1554221762 dualize 1 crash idiot4 dualp steep perturb on presolve more scal off spars on pertv -4265 passp -50 subs 6758 duals solve
air03,-randomSeed 592524708 dualize 1 crash idiot4 dualp steep perturb on presolve more scal off spars on pertv -4265 passp -50 subs 6758 duals solve
air03,-randomSeed 1000934052 dualize 1 crash idiot4 dualp steep perturb on presolve more scal off spars on pertv -4265 passp -50 subs 6758 duals solve
air04,-randomSeed 1417466632 dualize 1 crash idiot4 dualp steep perturb on presolve more scal off spars on pertv -4265 passp -50 subs 6758 duals solve
air04,-randomSeed 1214700210 dualize 0 crash on dualp pesteep psi -0.2 perturb on presolve off scal dynamics spars on pertv -4686 subs 2061 duals solve
air05,-randomSeed 1554221762 dualize 0 crash on dualp pesteep psi -0.2 perturb on presolve off scal dynamics spars on pertv -4686 subs 2061 duals solve
air03,-randomSeed 592524708 dualize 0 crash on dualp pesteep psi -0.2 perturb on presolve off scal dynamics spars on pertv -4686 subs 2061 duals solve
air03,-randomSeed 1000934052 dualize 0 crash on dualp pesteep psi -0.2 perturb on presolve off scal dynamics spars on pertv -4686 subs 2061 duals solve
air04,-randomSeed 1417466632 dualize 0 crash on dualp pesteep psi -0.2 perturb on presolve off scal dynamics spars on pertv -4686 subs 2061 duals solve
air04,-randomSeed 1214700210 dualize 3 crash off dualp steep perturb off presolve off scal rows spars off sprint 43 subs 7971 duals solve
air05,-randomSeed 1554221762 dualize 3 crash off dualp steep perturb off presolve off scal rows spars off sprint 43 subs 7971 duals solve
air03,-randomSeed 592524708 dualize 3 crash off dualp steep perturb off presolve off scal rows spars off sprint 43 subs 7971 duals solve
air03,-randomSeed 1000934052 dualize 3 crash off dualp steep perturb off presolve off scal rows spars off sprint 43 subs 7971 duals solve
air04,-randomSeed 1417466632 dualize 3 crash off dualp steep perturb off presolve off scal rows spars off sprint 43 subs 7971 duals solve
air04,-randomSeed 1214700210 dualize 2 crash on dualp dant perturb off presolve more scal geo spars on passp -122 subs 6361 duals solve
air05,-randomSeed 1554221762 dualize 2 crash on dualp dant perturb off presolve more scal geo spars on passp -122 subs 6361 duals solve
air03,-randomSeed 592524708 dualize 2 crash on dualp dant perturb off presolve more scal geo spars on passp -122 subs 6361 duals solve
air03,-randomSeed 1000934052 dualize 2 crash on dualp dant perturb off presolve more scal geo spars on passp -122 subs 6361 duals solve
air04,-randomSeed 1417466632 dualize 2 crash on dualp dant perturb off presolve more scal geo spars on passp -122 subs 6361 duals solve
air04,-randomSeed 1214700210 dualize 1 crash on dualp auto perturb on presolve on scal dynamics spars off pertv -2165 passp -62 subs 6620 duals solve
air05,-randomSeed 1554221762 dualize 1 crash on dualp auto perturb on presolve on scal dynamics spars off pertv -2165 passp -62 subs 6620 duals solve
air03,-randomSeed 592524708 dualize 1 crash on dualp auto perturb on presolve on scal dynamics spars off pertv -2165 passp -62 subs 6620 duals solve
air03,-randomSeed 1000934052 dualize 1 crash on dualp auto perturb on presolve on scal dynamics spars off pertv -2165 passp -62 subs 6620 duals solve
air04,-randomSeed 1417466632 dualize 1 crash on dualp auto perturb on presolve on scal dynamics spars off pertv -2165 passp -62 subs 6620 duals solve
air04,-randomSeed 1214700210 dualize 4 crash idiot7 dualp auto perturb on presolve on scal equi spars off pertv -3091 passp -12 subs 8861 duals solve
air05,-randomSeed 1554221762 dualize 4 crash idiot7 dualp auto perturb on presolve on scal equi spars off pertv -3091 passp -12 subs 8861 duals solve
air03,-randomSeed 592524708 dualize 4 crash idiot7 dualp auto perturb on presolve on scal equi spars off pertv -3091 passp -12 subs 8861 duals solve
air03,-randomSeed 1000934052 dualize 4 crash idiot7 dualp auto perturb on presolve on scal equi spars off pertv -3091 passp -12 subs 8861 duals solve
air04,-randomSeed 1417466632 dualize 4 crash idiot7 dualp auto perturb on presolve on scal equi spars off pertv -3091 passp -12 subs 8861 duals solve
air04,-randomSeed 1214700210 dualize 0 crash idiot7 dualp pesteep psi 0 perturb on presolve more scal equi spars off pertv -3119 passp -59 subs 4009 duals solve
air05,-randomSeed 1554221762 dualize 0 crash idiot7 dualp pesteep psi 0 perturb on presolve more scal equi spars off pertv -3119 passp -59 subs 4009 duals solve
air03,-randomSeed 592524708 dualize 0 crash idiot7 dualp pesteep psi 0 perturb on presolve more scal equi spars off pertv -3119 passp -59 subs 4009 duals solve
air03,-randomSeed 1000934052 dualize 0 crash idiot7 dualp pesteep psi 0 perturb on presolve more scal equi spars off pertv -3119 passp -59 subs 4009 duals solve
air04,-randomSeed 1417466632 dualize 0 crash idiot7 dualp pesteep psi 0 perturb on presolve more scal equi spars off pertv -3119 passp -59 subs 4009 duals solve
air04,-randomSeed 1214700210 dualize 2 crash idiot7 dualp pedantzig perturb on presolve off scal auto spars on pertv -1129 subs 3406 duals solve
air05,-randomSeed 1554221762 dualize 2 crash idiot7 dualp pedantzig perturb on presolve off scal auto spars on pertv -1129 subs 3406 duals solve
air03,-randomSeed 592524708 dualize 2 crash idiot7 dualp pedantzig perturb on presolve off scal auto spars on pertv -1129 subs 3406 duals solve
air03,-randomSeed 1000934052 dualize 2 crash idiot7 dualp pedantzig perturb on presolve off scal auto spars on pertv -1129 subs 3406 duals solve
air04,-randomSeed 1417466632 dualize 2 crash idiot7 dualp pedantzig perturb on presolve off scal auto spars on pertv -1129 subs 3406 duals solve
air04,-randomSeed 1214700210 dualize 3 crash off dualp steep perturb on presolve off scal geo spars off pertv -809 sprint 3346 subs 7241 duals solve
air05,-randomSeed 1554221762 dualize 3 crash off dualp steep perturb on presolve off scal geo spars off pertv -809 sprint 3346 subs 7241 duals solve
air03,-randomSeed 592524708 dualize 3 crash off dualp steep perturb on presolve off scal geo spars off pertv -809 sprint 3346 subs 7241 duals solve
air03,-randomSeed 1000934052 dualize 3 crash off dualp steep perturb on presolve off scal geo spars off pertv -809 sprint 3346 subs 7241 duals solve
air04,-randomSeed 1417466632 dualize 3 crash off dualp steep perturb on presolve off scal geo spars off pertv -809 sprint 3346 subs 7241 duals solve
air04,-randomSeed 1214700210 dualize 4 crash on dualp dant perturb on presolve more scal dynamics spars off pertv -2625 passp -161 subs 2362 duals solve
air05,-randomSeed 1554221762 dualize 4 crash on dualp dant perturb on presolve more scal dynamics spars off pertv -2625 passp -161 subs 2362 duals solve
air03,-randomSeed 592524708 dualize 4 crash on dualp dant perturb on presolve more scal dynamics spars off pertv -2625 passp -161 subs 2362 duals solve
air03,-randomSeed 1000934052 dualize 4 crash on dualp dant perturb on presolve more scal dynamics spars off pertv -2625 passp -161 subs 2362 duals solve
air04,-randomSeed 1417466632 dualize 4 crash on dualp dant perturb on presolve more scal dynamics spars off pertv -2625 passp -161 subs 2362 duals solve
air04,-randomSeed 1214700210 dualize 0 crash idiot2 dualp pesteep psi 0.3 perturb off presolve more scal equi spars off passp -95 subs 8665 duals solve
air05,-randomSeed 1554221762 dualize 0 crash idiot2 dualp pesteep psi 0.3 perturb off presolve more scal equi spars off passp -95 subs 8665 duals solve
air03,-randomSeed 592524708 dualize 0 crash idiot2 dualp pesteep psi 0.3 perturb off presolve more scal equi spars off passp -95 subs 8665 duals solve
air03,-randomSeed 1000934052 dualize 0 crash idiot2 dualp pesteep psi 0.3 perturb off presolve more scal equi spars off passp -95 subs 8665 duals solve
air04,-randomSeed 1417466632 dualize 0 crash idiot2 dualp pesteep psi 0.3 perturb off presolve more scal equi spars off passp -95 subs 8665 duals solve
air04,-randomSeed 1214700210 dualize 0 crash idiot5 dualp auto perturb off presolve on scal geo spars off passp 56 subs 3314 duals solve
air05,-randomSeed 1554221762 dualize 0 crash idiot5 dualp auto perturb off presolve on scal geo spars off passp 56 subs 3314 duals solve
air03,-randomSeed 592524708 dualize 0 crash idiot5 dualp auto perturb off presolve on scal geo spars off passp 56 subs 3314 duals solve
air03,-randomSeed 1000934052 dualize 0 crash idiot5 dualp auto perturb off presolve on scal geo spars off passp 56 subs 3314 duals solve
air04,-randomSeed 1417466632 dualize 0 crash idiot5 dualp auto perturb off presolve on scal geo spars off passp 56 subs 3314 duals solve
air04,-randomSeed 1214700210 dualize 3 crash so dualp pedantzig perturb on presolve off scal off spars on pertv -3497 subs 3344 duals solve
air05,-randomSeed 1554221762 dualize 3 crash so dualp pedantzig perturb on presolve off scal off spars on pertv -3497 subs 3344 duals solve
air03,-randomSeed 592524708 dualize 3 crash so dualp pedantzig perturb on presolve off scal off spars on pertv -3497 subs 3344 duals solve
air03,-randomSeed 1000934052 dualize 3 crash so dualp pedantzig perturb on presolve off scal off spars on pertv -3497 subs 3344 duals solve
air04,-randomSeed 1417466632 dualize 3 crash so dualp pedantzig perturb on presolve off scal off spars on pertv -3497 subs 3344 duals solve
air04,-randomSeed 1214700210 dualize 0 crash idiot7 dualp dant perturb on presolve on scal dynamics spars on pertv -2787 passp 40 subs 234 duals solve
air05,-randomSeed 1554221762 dualize 0 crash idiot7 dualp dant perturb on presolve on scal dynamics spars on pertv -2787 passp 40 subs 234 duals solve
air03,-randomSeed 592524708 dualize 0 crash idiot7 dualp dant perturb on presolve on scal dynamics spars on pertv -2787 passp 40 subs 234 duals solve
air03,-randomSeed 1000934052 dualize 0 crash idiot7 dualp dant perturb on presolve on scal dynamics spars on pertv -2787 passp 40 subs 234 duals solve
air04,-randomSeed 1417466632 dualize 0 crash idiot7 dualp dant perturb on presolve on scal dynamics spars on pertv -2787 passp 40 subs 234 duals solve
air04,-randomSeed 1214700210 dualize 1 crash idiot3 dualp auto perturb off presolve off scal equi spars on subs 100 duals solve
air05,-randomSeed 1554221762 dualize 1 crash idiot3 dualp auto perturb off presolve off scal equi spars on subs 100 duals solve
air03,-randomSeed 592524708 dualize 1 crash idiot3 dualp auto perturb off presolve off scal equi spars on subs 100 duals solve
air03,-randomSeed 1000934052 dualize 1 crash idiot3 dualp auto perturb off presolve off scal equi spars on subs 100 duals solve
air04,-randomSeed 1417466632 dualize 1 crash idiot3 dualp auto perturb off presolve off scal equi spars on subs 100 duals solve
air04,-randomSeed 1214700210 dualize 2 crash lots dualp pedantzig perturb on presolve more scal equi spars on pertv -650 passp -46 subs 6263 duals solve
air05,-randomSeed 1554221762 dualize 2 crash lots dualp pedantzig perturb on presolve more scal equi spars on pertv -650 passp -46 subs 6263 duals solve
air03,-randomSeed 592524708 dualize 2 crash lots dualp pedantzig perturb on presolve more scal equi spars on pertv -650 passp -46 subs 6263 duals solve
air03,-randomSeed 1000934052 dualize 2 crash lots dualp pedantzig perturb on presolve more scal equi spars on pertv -650 passp -46 subs 6263 duals solve
air04,-randomSeed 1417466632 dualize 2 crash lots dualp pedantzig perturb on presolve more scal equi spars on pertv -650 passp -46 subs 6263 duals solve
air04,-randomSeed 1214700210 dualize 4 crash idiot2 dualp auto perturb on presolve on scal rows spars on pertv -3664 passp -64 subs 8511 duals solve
air05,-randomSeed 1554221762 dualize 4 crash idiot2 dualp auto perturb on presolve on scal rows spars on pertv -3664 passp -64 subs 8511 duals solve
air03,-randomSeed 592524708 dualize 4 crash idiot2 dualp auto perturb on presolve on scal rows spars on pertv -3664 passp -64 subs 8511 duals solve
air03,-randomSeed 1000934052 dualize 4 crash idiot2 dualp auto perturb on presolve on scal rows spars on pertv -3664 passp -64 subs 8511 duals solve
air04,-randomSeed 1417466632 dualize 4 crash idiot2 dualp auto perturb on presolve on scal rows spars on pertv -3664 passp -64 subs 8511 duals solve
air04,-randomSeed 1214700210 dualize 4 crash idiot7 dualp auto perturb on presolve on scal equi spars on pertv -1008 passp -181 subs 7299 duals solve
air05,-randomSeed 1554221762 dualize 4 crash idiot7 dualp auto perturb on presolve on scal equi spars on pertv -1008 passp -181 subs 7299 duals solve
air03,-randomSeed 592524708 dualize 4 crash idiot7 dualp auto perturb on presolve on scal equi spars on pertv -1008 passp -181 subs 7299 duals solve
air03,-randomSeed 1000934052 dualize 4 crash idiot7 dualp auto perturb on presolve on scal equi spars on pertv -1008 passp -181 subs 7299 duals solve
air04,-randomSeed 1417466632 dualize 4 crash idiot7 dualp auto perturb on presolve on scal equi spars on pertv -1008 passp -181 subs 7299 duals solve
air04,-randomSeed 1214700210 dualize 4 crash idiot5 dualp partial perturb on presolve on scal dynamics spars off pertv -1465 passp 47 subs 7501 duals solve
air05,-randomSeed 1554221762 dualize 4 crash idiot5 dualp partial perturb on presolve on scal dynamics spars off pertv -1465 passp 47 subs 7501 duals solve
air03,-randomSeed 592524708 dualize 4 crash idiot5 dualp partial perturb on presolve on scal dynamics spars off pertv -1465 passp 47 subs 7501 duals solve
air03,-randomSeed 1000934052 dualize 4 crash idiot5 dualp partial perturb on presolve on scal dynamics spars off pertv -1465 passp 47 subs 7501 duals solve
air04,-randomSeed 1417466632 dualize 4 crash idiot5 dualp partial perturb on presolve on scal dynamics spars off pertv -1465 passp 47 subs 7501 duals solve
air04,-randomSeed 1214700210 dualize 2 crash so dualp pesteep psi -0.4 perturb on presolve off scal auto spars on pertv -3709 subs 5746 duals solve
air05,-randomSeed 1554221762 dualize 2 crash so dualp pesteep psi -0.4 perturb on presolve off scal auto spars on pertv -3709 subs 5746 duals solve
air03,-randomSeed 592524708 dualize 2 crash so dualp pesteep psi -0.4 perturb on presolve off scal auto spars on pertv -3709 subs 5746 duals solve
air03,-randomSeed 1000934052 dualize 2 crash so dualp pesteep psi -0.4 perturb on presolve off scal auto spars on pertv -3709 subs 5746 duals solve
air04,-randomSeed 1417466632 dualize 2 crash so dualp pesteep psi -0.4 perturb on presolve off scal auto spars on pertv -3709 subs 5746 duals solve
air04,-randomSeed 1214700210 dualize 0 crash idiot7 dualp dant perturb off presolve on scal equi spars off passp 87 subs 2348 duals solve
air05,-randomSeed 1554221762 dualize 0 crash idiot7 dualp dant perturb off presolve on scal equi spars off passp 87 subs 2348 duals solve
air03,-randomSeed 592524708 dualize 0 crash idiot7 dualp dant perturb off presolve on scal equi spars off passp 87 subs 2348 duals solve
air03,-randomSeed 1000934052 dualize 0 crash idiot7 dualp dant perturb off presolve on scal equi spars off passp 87 subs 2348 duals solve
air04,-randomSeed 1417466632 dualize 0 crash idiot7 dualp dant perturb off presolve on scal equi spars off passp 87 subs 2348 duals solve
